Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Order,Family,Genus,Subgenus,Species,Subspecies,Nr.,Label Name,Short label name,Sex,Vial Duplicates,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count,18,Jgardner
141,20160610,SCL,10/Jun/2016,SCL4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
142,20150620,SCL,20/Jun/2015,SCL4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
143,20150620,SCL,20/Jun/2015,SCL4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
144,20150510,SCL,10/May/2015,SCL4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
145,20140714,POS,14/Jul/2014,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
146,20140714,POS,14/Jul/2014,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
147,20140714,POS,14/Jul/2014,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
148,20140714,POS,14/Jul/2014,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
149,20140714,POS,14/Jul/2014,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
150,20160417,POS,17/Apr/2016,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
151,20150510,POS,10/May/2015,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
152,20150510,POS,10/May/2015,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
153,20150510,POS,10/May/2015,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
154,20150510,POS,10/May/2015,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
155,20140714,POS,14/Jul/2014,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
156,20150620,POS,20/Jun/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
157,20160610,POS,10/Jun/2016,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
158,20140714,POS,14/Jul/2014,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
159,20150510,POS,10/May/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
160,20140714,POS,14/Jul/2014,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
161,20150711,POS,11/Jul/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
162,20150510,POS,10/May/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
163,20140714,POS,14/Jul/2014,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
164,20160610,POS,10/Jun/2016,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
165,20160610,POS,10/Jun/2016,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
166,20150711,POS,11/Jul/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
167,20150620,POS,20/Jun/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
168,20150620,POS,20/Jun/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
169,20150620,POS,20/Jun/2015,POS2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
170,20160610,POS,10/Jun/2016,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
171,20140714,POS,14/Jul/2014,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
172,20140817,POS,17/Aug/2014,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,overflow voucher 5/10/19,1,0,0
173,20140714,POS,14/Jul/2014,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
174,20150419,POS,19/Apr/2015,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
175,20140714,POS,14/Jul/2014,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
176,20160610,POS,10/Jun/2016,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
177,20150711,POS,11/Jul/2015,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,overflow voucher 5/10/19,1,0,0
178,20150620,POS,20/Jun/2015,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
179,20160610,POS,10/Jun/2016,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
180,20150808,POS,8/Aug/2015,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
181,20160417,POS,17/Apr/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
182,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
183,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
184,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
185,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
186,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
187,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
188,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
189,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
190,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
191,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
192,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
193,20160610,POS,10/Jun/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,,1,0,0
194,20160610,,10/Jun/2016,,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41328,No location data,1,0,0
195,20140714,SCL,14/Jul/2014,SCL1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
196,20160610,SCL,10/Jun/2016,SCL1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
197,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
198,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
199,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
200,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
201,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
202,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
203,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
204,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
205,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
206,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
207,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
208,20160807,SCL,7/Aug/2016,SCL3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,F,,,,,VE,41329,Corrected from M [WRP 20181112],1,1,0
209,20160610,SCL,10/Jun/2016,SCL5,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,overflow voucher 5/10/19,1,0,0
210,20160610,SCL,10/Jun/2016,SCL5,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
211,20150711,POS,11/Jul/2015,POS1,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
212,20160716,POS,16/Jul/2016,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
213,20160716,POS,16/Jul/2016,POS3,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
214,20160716,POS,16/Jul/2016,POS4,T,P,,,Bombus,Pyrobombus,mixtus,,,Bombus (Pyrobombus) mixtus,Bombus mixtus,M,,,,,VE,41329,,1,0,0
215,20140714,SCL,14/Jul/2014,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
216,20140714,SCL,14/Jul/2014,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
217,20140817,SCL,17/Aug/2014,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
218,20150711,SCL,11/Jul/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
219,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
220,20150711,SCL,11/Jul/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
221,20150711,SCL,11/Jul/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
222,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
223,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
224,20150620,POS,20/Jun/2015,POS1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
225,20150620,SCL,20/Jun/2015,SCL1,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
226,20160610,SCL,10/Jun/2016,SCL1,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
227,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
228,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
229,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
230,20160807,SCL,7/Aug/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
231,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
232,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
233,20140714,SCL,14/Jul/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
234,20140714,SCL,14/Jul/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
235,20140714,SCL,14/Jul/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
236,20140714,SCL,14/Jul/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
237,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
238,20150419,SCL,19/Apr/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
239,20140817,SCL,17/Aug/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
240,20150510,SCL,10/May/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
241,20150419,SCL,19/Apr/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
242,20150510,SCL,10/May/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
243,20140714,SCL,14/Jul/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
244,20150620,SCL,20/Jun/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
245,20140817,SCL,17/Aug/2014,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
246,20150419,SCL,19/Apr/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
247,20150711,SCL,11/Jul/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
248,20150419,SCL,19/Apr/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
249,20150620,SCL,20/Jun/2015,SCL2,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
251,20150711,SCL,11/Jul/2015,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
252,20160610,SCL,10/Jun/2016,SCL2,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
253,20140714,SCL,14/Jul/2014,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
254,20150510,SCL,10/May/2015,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
255,20140714,SCL,14/Jul/2014,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
256,20140714,SCL,14/Jul/2014,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,overflow voucher 5/10/19,1,0,0
257,20150620,SCL,20/Jun/2015,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
258,20150510,SCL,10/May/2015,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
259,20140817,SCL,17/Aug/2014,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
260,20160417,SCL,17/Apr/2016,SCL3,T,P,,,Bombus,Thoracobombus,fervidus,,,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,,,,,VE,41329,corrected from B. vosnesenskii [WRP 20211011],1,0,0
261,20150419,SCL,19/Apr/2015,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
262,20140817,SCL,17/Aug/2014,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
263,20150620,SCL,20/Jun/2015,SCL3,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
264,20140714,SCL,14/Jul/2014,SCL3,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
265,20160610,SCL,10/Jun/2016,SCL3,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
266,20160716,SCL,16/Jul/2016,SCL3,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
267,20160716,SCL,16/Jul/2016,SCL3,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
268,20160610,SCL,10/Jun/2016,SCL3,N,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
269,20140714,SCL,14/Jul/2014,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
270,20140928,SCL,28/Sep/2014,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
271,20140817,SCL,17/Aug/2014,SCL4,T,P,,,Bombus,Thoracobombus,fervidus,,,Bombus (Thoracobombus) fervidus,Bombus fervidus,F,,,,,VE,41329,"Q, corrected from B. vosnesenskii [WRP 20211011]",1,0,0
272,20150620,SCL,20/Jun/2015,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
273,20160327,SCL,27/Mar/2016,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
274,20140928,SCL,28/Sep/2014,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
275,20140714,SCL,14/Jul/2014,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
276,20160610,SCL,10/Jun/2016,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
277,20150620,SCL,20/Jun/2015,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
278,20160716,SCL,16/Jul/2016,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
279,20150510,SCL,10/May/2015,SCL4,T,P,,,Bombus,Pyrobombus,vosnesenskii,,,Bombus (Pyrobombus) vosnesenskii,Bombus vosnesenskii,F,,,,,VE,41329,,1,0,0
